É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/05/19 23:52:24

,,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,îBçË,îBçË,îBçË,îBçË,îBçË,îBçË,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2020/8/30,ì˙,26.3,8,1,0.0,8,1,27.9,8,1,0.0,8,1,,0,1,0.0,8,1,28.5,8,1,0.0,8,1,29.5,8,1,0.0,8,1,26.9,8,1,0.0,8,1,23.0,8,1,0.0,8,1,24.5,8,1,0,1,8,1,27.7,8,1,0.0,8,1,,0,1,0.0,8,1,28.5,8,1,16.0,8,1,,0,1,,0,1,,0,1,3.0,8,1,30.1,8,1,0,1,8,1
2020/8/31,åé,25.3,8,1,3.0,8,1,27.4,8,1,0.0,8,1,,0,1,0.0,8,1,27.7,8,1,0.0,8,1,28.1,8,1,6.5,8,1,25.1,8,1,17.0,8,1,22.6,8,1,7.0,8,1,23.4,8,1,2.5,0,8,1,25.8,8,1,12.5,8,1,,0,1,18.5,8,1,27.3,8,1,2.0,8,1,,0,1,,0,1,,0,1,24.5,8,1,29.2,8,1,0.0,0,8,1
2020/9/1,âŒ,22.9,8,1,0.0,8,1,25.7,8,1,0.0,8,1,,0,1,0.0,8,1,26.1,8,1,0.0,8,1,26.6,8,1,0.0,8,1,24.1,8,1,1.0,8,1,20.5,8,1,1.5,8,1,21.3,8,1,0.0,0,8,1,23.1,8,1,1.0,8,1,,0,1,0.0,8,1,25.9,5,1,0.0,8,1,,0,1,,0,1,,0,1,3.5,8,1,27.7,8,1,0.0,0,8,1
2020/9/2,êÖ,24.2,8,1,0.0,8,1,26.0,8,1,0.0,8,1,,0,1,0.0,8,1,26.4,8,1,0.0,8,1,26.7,8,1,0.5,8,1,23.2,8,1,5.0,8,1,22.2,8,1,2.0,8,1,22.9,8,1,1.0,0,8,1,24.2,8,1,7.0,8,1,,0,1,7.5,8,1,26.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.5,8,1,27.3,8,1,1.0,0,8,1
2020/9/3,ñÿ,23.0,8,1,11.5,8,1,24.9,8,1,13.0,8,1,,0,1,25.0,8,1,25.1,8,1,53.5,8,1,25.5,8,1,95.5,8,1,23.8,8,1,19.5,8,1,22.0,8,1,17.0,8,1,23.3,8,1,3.5,0,8,1,25.0,8,1,4.5,8,1,,0,1,17.0,8,1,25.6,8,1,4.0,8,1,,0,1,,0,1,,0,1,9.0,8,1,26.5,8,1,3.5,0,8,1
2020/9/4,ã‡,24.6,8,1,0.0,8,1,25.9,8,1,0.0,8,1,,0,1,0.0,8,1,26.6,8,1,0.0,8,1,27.3,8,1,0.0,8,1,25.4,8,1,0.0,8,1,23.8,8,1,1.5,8,1,24.9,8,1,0,1,8,1,26.8,8,1,0.0,8,1,,0,1,7.5,8,1,27.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.5,8,1,28.6,8,1,0.0,0,8,1
2020/9/5,ìy,24.5,8,1,3.0,8,1,25.9,8,1,7.0,8,1,,0,1,28.0,8,1,26.5,8,1,7.0,8,1,28.0,8,1,0.5,8,1,24.9,8,1,9.5,8,1,22.5,8,1,18.5,8,1,23.7,8,1,7.5,0,8,1,26.1,8,1,47.0,8,1,,0,1,62.0,8,1,27.1,8,1,4.5,8,1,,0,1,,0,1,,0,1,17.0,8,1,27.5,8,1,47.5,0,8,1
2020/9/6,ì˙,22.3,8,1,9.5,8,1,24.0,8,1,9.5,8,1,,0,1,15.5,8,1,24.7,8,1,24.0,8,1,25.7,8,1,26.0,8,1,22.4,8,1,40.0,8,1,21.1,8,1,29.5,8,1,21.7,8,1,30.5,0,8,1,23.5,8,1,49.5,8,1,,0,1,131.5,8,1,24.6,8,1,9.5,8,1,,0,1,,0,1,,0,1,11.5,8,1,25.3,8,1,12.5,0,8,1
2020/9/7,åé,22.2,8,1,2.5,8,1,23.2,8,1,32.0,8,1,,0,1,92.0,8,1,24.1,8,1,102.5,8,1,25.4,8,1,117.5,8,1,22.5,8,1,143.5,8,1,21.6,8,1,30.0,8,1,22.4,8,1,15.0,0,8,1,23.7,8,1,4.0,8,1,,0,1,4.0,8,1,23.9,8,1,15.0,8,1,,0,1,,0,1,,0,1,40.0,8,1,25.2,8,1,32.5,0,8,1
2020/9/8,âŒ,23.3,8,1,0.0,8,1,24.9,8,1,0.0,8,1,,0,1,0.0,8,1,25.2,8,1,0.0,8,1,26.4,8,1,1.0,8,1,24.9,8,1,0.0,8,1,21.8,8,1,0.0,8,1,23.7,8,1,0.0,0,8,1,25.0,8,1,0.0,8,1,,0,1,0.0,8,1,26.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,27.0,8,1,0.0,0,8,1
2020/9/9,êÖ,22.0,8,1,2.5,8,1,23.9,8,1,3.5,8,1,,0,1,5.0,8,1,24.2,8,1,35.5,8,1,25.3,8,1,7.0,8,1,23.5,8,1,0.5,8,1,21.7,8,1,6.0,8,1,23.2,8,1,0.0,0,8,1,25.3,8,1,0.0,8,1,,0,1,0.0,8,1,25.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.5,8,1,25.8,8,1,5.5,0,8,1
2020/9/10,ñÿ,21.2,8,1,2.5,8,1,22.9,8,1,1.0,8,1,,0,1,0.5,8,1,23.4,8,1,3.0,8,1,24.2,8,1,7.5,8,1,22.2,8,1,2.0,8,1,19.8,8,1,2.5,8,1,21.3,8,1,1.5,0,8,1,23.4,8,1,0.5,8,1,,0,1,0.0,8,1,24.2,8,1,0.5,8,1,,0,1,,0,1,,0,1,0.0,8,1,24.9,8,1,0.5,0,8,1
2020/9/11,ã‡,22.5,8,1,0.0,8,1,24.3,8,1,0.0,8,1,,0,1,0.0,8,1,25.2,8,1,0.0,8,1,25.6,8,1,0.0,8,1,23.8,8,1,0.0,8,1,21.0,8,1,0.0,8,1,21.8,8,1,0.0,0,8,1,24.5,8,1,0.0,8,1,,0,1,0.0,8,1,25.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,3.5,8,1,27.0,8,1,0,1,8,1
2020/9/12,ìy,21.8,8,1,0.0,8,1,23.0,8,1,0.0,8,1,,0,1,0.0,8,1,23.3,8,1,0.0,8,1,24.4,8,1,0.5,8,1,21.7,8,1,0.0,8,1,19.1,8,1,16.5,8,1,19.7,8,1,7.0,0,8,1,21.9,8,1,2.0,8,1,,0,1,3.0,8,1,24.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,25.3,8,1,0.0,0,8,1
2020/9/13,ì˙,21.8,8,1,0.0,8,1,22.5,8,1,0.5,8,1,,0,1,0.5,8,1,23.2,8,1,0.0,8,1,25.5,8,1,0.5,8,1,22.1,8,1,0.0,8,1,20.6,8,1,0.5,8,1,21.8,8,1,0.0,0,8,1,23.0,8,1,0.0,8,1,,0,1,0.5,8,1,24.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.0,8,1,24.8,8,1,0.0,0,8,1
2020/9/14,åé,22.9,8,1,0.0,8,1,24.3,8,1,0.0,8,1,,0,1,0.0,8,1,24.9,8,1,0.0,8,1,25.6,8,1,0.0,8,1,22.7,8,1,0.0,8,1,20.2,8,1,0.0,8,1,20.9,8,1,0,1,8,1,23.0,8,1,0.0,8,1,,0,1,0.0,8,1,25.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,26.4,8,1,0.0,0,8,1
2020/9/15,âŒ,20.7,8,1,0.0,8,1,22.5,8,1,0.0,8,1,,0,1,0.0,8,1,23.0,8,1,0.0,8,1,23.9,8,1,0.0,8,1,21.2,8,1,0.0,8,1,18.2,8,1,0.0,8,1,19.3,8,1,0.0,0,8,1,22.3,8,1,0.0,8,1,,0,1,1.0,8,1,24.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.0,8,1,24.9,8,1,0.0,0,8,1
2020/9/16,êÖ,20.4,8,1,0.0,8,1,22.2,8,1,0.0,8,1,,0,1,0.0,8,1,23.0,8,1,0.0,8,1,24.0,8,1,0.0,8,1,21.0,8,1,0.0,8,1,18.1,8,1,0.5,8,1,18.9,8,1,0.0,0,8,1,21.9,8,1,0.0,8,1,,0,1,0.0,8,1,23.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,24.0,8,1,0.0,0,8,1
2020/9/17,ñÿ,21.7,8,1,0.0,8,1,23.7,8,1,0.0,8,1,,0,1,0.0,8,1,24.2,8,1,0.0,8,1,24.9,8,1,3.0,8,1,22.5,8,1,0.0,8,1,19.7,8,1,0.0,8,1,20.9,8,1,0.0,0,8,1,23.4,8,1,0.0,8,1,,0,1,0.0,8,1,24.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,25.7,8,1,0.0,0,8,1
2020/9/18,ã‡,24.3,8,1,0.0,8,1,25.0,8,1,0.0,8,1,,0,1,0.0,8,1,26.7,8,1,0.0,8,1,28.3,8,1,1.0,8,1,25.4,8,1,0.0,8,1,22.9,8,1,0.0,8,1,24.2,8,1,0.0,0,8,1,24.9,8,1,0.0,8,1,,0,1,0.0,8,1,26.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,28.0,8,1,0.0,0,8,1
2020/9/19,ìy,22.1,8,1,0.5,8,1,24.2,8,1,2.0,8,1,,0,1,0.0,8,1,25.3,8,1,0.0,8,1,26.3,8,1,0.0,8,1,23.5,8,1,0.0,8,1,20.4,8,1,0.0,8,1,21.7,8,1,0.0,0,8,1,22.6,8,1,0.0,8,1,,0,1,0.0,8,1,25.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.5,8,1,26.5,8,1,0.0,0,8,1
2020/9/20,ì˙,18.1,8,1,1.0,8,1,20.1,8,1,1.0,8,1,,0,1,1.5,8,1,20.9,8,1,1.5,8,1,21.9,8,1,2.5,8,1,19.0,8,1,2.5,8,1,16.3,8,1,0.5,8,1,17.1,8,1,2.0,0,8,1,19.5,8,1,1.5,8,1,,0,1,1.0,8,1,21.0,8,1,2.5,8,1,,0,1,,0,1,,0,1,7.0,8,1,22.2,8,1,1.5,0,8,1
2020/9/21,åé,18.5,8,1,0.0,8,1,20.2,8,1,0.0,8,1,,0,1,0.0,8,1,21.3,8,1,0.0,8,1,22.3,8,1,0.0,8,1,19.2,8,1,0.0,8,1,16.3,8,1,0.0,8,1,17.3,8,1,0.0,0,8,1,20.2,8,1,0.0,8,1,,0,1,0.0,8,1,21.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,22.7,8,1,0,1,8,1
2020/9/22,âŒ,18.5,8,1,0.0,8,1,20.7,8,1,0.0,8,1,,0,1,0.0,8,1,21.1,8,1,0.0,8,1,22.3,8,1,0.0,8,1,18.8,8,1,0.0,8,1,16.0,8,1,1.5,8,1,17.1,8,1,0.5,0,8,1,20.0,8,1,0.0,8,1,,0,1,0.5,8,1,21.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,22.9,8,1,0.0,0,8,1
2020/9/23,êÖ,18.2,8,1,0.0,8,1,19.8,8,1,0.0,8,1,,0,1,0.0,8,1,20.0,8,1,1.5,8,1,22.6,8,1,1.0,8,1,17.8,8,1,3.0,8,1,15.3,8,1,7.0,8,1,15.6,8,1,9.0,0,8,1,18.1,8,1,7.5,8,1,,0,1,7.5,8,1,20.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.5,8,1,21.8,8,1,0.0,0,8,1
2020/9/24,ñÿ,19.0,8,1,0.0,8,1,20.3,8,1,0.0,8,1,,0,1,0.0,8,1,20.9,8,1,0.0,8,1,23.8,8,1,0.0,8,1,18.7,8,1,0.0,8,1,14.4,8,1,1.0,8,1,14.3,8,1,6.5,0,8,1,16.8,8,1,9.0,8,1,,0,1,9.5,8,1,20.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,22.5,8,1,0.0,0,8,1
2020/9/25,ã‡,17.6,8,1,18.5,8,1,18.7,8,1,27.0,8,1,,0,1,29.5,8,1,19.9,8,1,30.5,8,1,22.0,8,1,18.5,8,1,18.3,8,1,20.5,8,1,16.0,8,1,20.0,8,1,15.8,8,1,23.0,0,8,1,17.9,8,1,19.0,8,1,,0,1,14.5,8,1,19.9,8,1,12.5,8,1,,0,1,,0,1,,0,1,17.0,8,1,20.6,8,1,17.0,0,8,1
2020/9/26,ìy,17.5,8,1,2.5,8,1,19.1,8,1,5.5,8,1,,0,1,2.0,8,1,19.8,8,1,2.0,8,1,20.6,8,1,1.5,8,1,18.9,8,1,0.5,8,1,16.1,8,1,3.0,8,1,16.1,8,1,6.0,0,8,1,18.1,8,1,0.0,8,1,,0,1,4.5,8,1,20.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,19.5,8,1,20.6,8,1,1.0,0,8,1
2020/9/27,ì˙,16.7,8,1,0.0,8,1,18.8,8,1,7.0,8,1,,0,1,3.0,8,1,20.3,8,1,19.0,8,1,21.1,8,1,0.5,8,1,18.9,8,1,5.5,8,1,15.6,8,1,0.0,8,1,16.3,8,1,8.5,0,8,1,18.3,8,1,25.0,8,1,,0,1,12.5,8,1,20.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,6.0,8,1,20.4,8,1,7.0,0,8,1
2020/9/28,åé,16.1,8,1,0.0,8,1,18.7,8,1,0.0,8,1,,0,1,0.0,8,1,19.2,8,1,0.0,8,1,20.9,8,1,0.0,8,1,17.4,8,1,0.0,8,1,15.3,8,1,0.0,8,1,16.2,8,1,0.0,0,8,1,19.1,8,1,0.0,8,1,,0,1,1.0,8,1,20.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,20.8,8,1,0,1,8,1
2020/9/29,âŒ,14.8,8,1,0.0,8,1,17.2,8,1,0.0,8,1,,0,1,0.0,8,1,18.2,8,1,0.0,8,1,19.5,8,1,0.0,8,1,15.5,8,1,0.0,8,1,12.7,8,1,0.0,8,1,13.4,8,1,0.0,0,8,1,16.3,8,1,0.0,8,1,,0,1,0.0,8,1,18.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,19.4,8,1,0,1,8,1
2020/9/30,êÖ,14.8,8,1,0.0,8,1,16.2,8,1,0.0,8,1,,0,1,0.0,8,1,17.5,8,1,0.0,8,1,19.6,8,1,0.0,8,1,15.8,8,1,0.0,8,1,13.3,8,1,0.0,8,1,14.1,8,1,0,1,8,1,16.4,8,1,0.0,8,1,,0,1,0.0,8,1,17.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,18.8,8,1,0,1,8,1
2020/10/1,ñÿ,16.1,8,1,0.0,8,1,18.1,8,1,0.0,8,1,,0,1,0.0,8,1,19.0,8,1,0.0,8,1,20.3,8,1,0.0,8,1,17.2,8,1,0.0,8,1,13.9,8,1,0.0,8,1,15.2,8,1,0.0,0,8,1,17.0,8,1,0.0,8,1,,0,1,0.0,8,1,19.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,20.3,8,1,0.0,0,8,1
2020/10/2,ã‡,15.9,8,1,0.0,8,1,18.0,8,1,0.0,8,1,,0,1,0.0,8,1,19.0,8,1,0.0,8,1,20.6,8,1,0.0,8,1,16.8,8,1,0.0,8,1,14.3,8,1,0.0,8,1,15.6,8,1,0,1,8,1,18.6,8,1,0.0,8,1,,0,1,0.0,8,1,19.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,20.2,8,1,0,1,8,1
2020/10/3,ìy,16.4,8,1,0.0,8,1,18.7,8,1,0.0,8,1,,0,1,0.0,8,1,19.5,8,1,0.0,8,1,20.8,8,1,0.0,8,1,17.9,8,1,0.0,8,1,15.2,8,1,0.0,8,1,16.3,8,1,0.0,0,8,1,19.1,8,1,0.0,8,1,,0,1,0.0,8,1,20.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,21.1,8,1,0.0,0,8,1
2020/10/4,ì˙,16.8,8,1,0.0,8,1,18.7,8,1,0.0,8,1,,0,1,0.0,8,1,19.6,8,1,0.0,8,1,20.6,8,1,0.0,8,1,17.9,8,1,0.0,8,1,15.5,8,1,0.0,8,1,16.2,8,1,0.0,0,8,1,18.6,8,1,0.0,8,1,,0,1,0.0,8,1,19.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,20.8,8,1,0.0,0,8,1
2020/10/5,åé,17.5,8,1,0.0,8,1,19.5,8,1,0.0,8,1,,0,1,0.0,8,1,19.6,8,1,0.0,8,1,21.0,8,1,0.0,8,1,18.0,8,1,0.0,8,1,17.1,8,1,0.0,8,1,18.7,8,1,0.0,0,8,1,19.5,8,1,0.0,8,1,,0,1,0.0,8,1,20.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,21.2,8,1,0.0,0,8,1
2020/10/6,âŒ,13.5,8,1,0.0,8,1,17.1,8,1,0.0,8,1,,0,1,0.0,8,1,16.5,8,1,0.0,8,1,19.2,8,1,0.0,8,1,15.1,8,1,0.0,8,1,13.4,8,1,0.0,8,1,14.7,8,1,0,1,8,1,17.1,8,1,0.0,8,1,,0,1,0.0,8,1,17.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,19.0,8,1,0,1,8,1
2020/10/7,êÖ,12.8,8,1,10.5,8,1,15.4,8,1,11.5,8,1,,0,1,10.5,8,1,15.9,8,1,11.0,8,1,17.3,8,1,9.5,8,1,13.7,8,1,13.0,8,1,11.2,8,1,13.0,8,1,12.4,8,1,11.5,0,8,1,14.8,8,1,14.5,8,1,,0,1,11.5,8,1,15.8,8,1,7.5,8,1,,0,1,,0,1,,0,1,16.0,8,1,17.1,8,1,9.0,0,8,1
2020/10/8,ñÿ,11.9,8,1,35.5,8,1,13.5,8,1,42.5,8,1,,0,1,60.5,8,1,14.3,8,1,55.0,8,1,15.1,8,1,44.5,8,1,12.6,8,1,59.5,8,1,10.2,8,1,78.5,8,1,10.6,8,1,58.5,0,8,1,13.0,8,1,58.5,8,1,,0,1,58.0,8,1,13.8,8,1,44.5,8,1,,0,1,,0,1,,0,1,50.5,8,1,14.4,8,1,53.5,0,8,1
2020/10/9,ã‡,12.4,8,1,45.0,8,1,14.2,8,1,44.5,8,1,,0,1,49.5,8,1,15.0,8,1,50.5,8,1,15.9,8,1,46.5,8,1,13.2,8,1,47.5,8,1,11.0,8,1,63.0,8,1,11.3,8,1,51.0,0,8,1,13.4,8,1,53.0,8,1,,0,1,54.0,8,1,14.5,8,1,35.0,8,1,,0,1,,0,1,,0,1,44.0,8,1,15.3,8,1,39.0,0,8,1
2020/10/10,ìy,13.8,8,1,64.5,8,1,14.9,8,1,83.0,8,1,,0,1,90.5,8,1,16.0,8,1,102.0,8,1,17.3,8,1,101.0,8,1,14.2,8,1,93.0,8,1,13.0,8,1,102.0,8,1,13.3,8,1,106.0,0,8,1,14.7,8,1,96.0,8,1,,0,1,96.5,8,1,15.4,8,1,80.5,8,1,,0,1,,0,1,,0,1,68.0,8,1,15.9,8,1,84.5,0,8,1
2020/10/11,ì˙,17.5,8,1,0.0,8,1,18.6,8,1,0.0,8,1,,0,1,0.0,8,1,19.6,8,1,0.0,8,1,21.5,8,1,0.0,8,1,17.7,8,1,0.0,8,1,16.1,8,1,0.5,8,1,16.7,8,1,2.0,0,8,1,18.6,8,1,0.5,8,1,,0,1,1.5,8,1,19.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,20.8,8,1,0,1,8,1
2020/10/12,åé,18.4,8,1,0.0,8,1,19.8,8,1,0.0,8,1,,0,1,0.0,8,1,20.1,8,1,0.0,8,1,21.9,8,1,0.0,8,1,18.2,8,1,0.0,8,1,16.9,8,1,0.0,8,1,17.6,8,1,0.0,0,8,1,20.1,8,1,0.0,8,1,,0,1,0.0,8,1,21.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,22.1,8,1,0,1,8,1
2020/10/13,âŒ,18.5,8,1,0.0,8,1,20.7,8,1,0.0,8,1,,0,1,0.0,8,1,20.8,8,1,0.0,8,1,22.4,8,1,0.0,8,1,18.9,8,1,0.0,8,1,15.9,8,1,0.0,8,1,17.1,8,1,0.0,0,8,1,19.4,8,1,2.0,8,1,,0,1,0.0,8,1,21.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,22.6,8,1,0.0,0,8,1
2020/10/14,êÖ,16.6,8,1,0.5,8,1,18.8,8,1,0.0,8,1,,0,1,0.0,8,1,18.6,8,1,0.0,8,1,19.8,8,1,0.0,8,1,16.7,8,1,0.0,8,1,13.6,8,1,0.0,8,1,13.8,8,1,0.0,0,8,1,16.4,8,1,0.0,8,1,,0,1,0.0,8,1,19.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,3.0,8,1,20.6,8,1,0.0,0,8,1
2020/10/15,ñÿ,13.7,8,1,0.0,8,1,16.7,8,1,0.0,8,1,,0,1,0.0,8,1,17.4,8,1,0.0,8,1,19.2,8,1,0.0,8,1,15.1,5,1,0.0,8,1,12.0,8,1,1.0,8,1,12.7,8,1,0.0,0,8,1,15.2,8,1,0.0,8,1,,0,1,0.0,8,1,16.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.0,8,1,18.4,8,1,0.0,0,8,1
2020/10/16,ã‡,12.4,8,1,0.0,8,1,14.9,8,1,0.0,8,1,,0,1,0.0,8,1,15.4,8,1,0.0,8,1,16.7,8,1,0.0,8,1,13.9,8,1,0.0,8,1,9.4,8,1,0.5,8,1,10.5,8,1,0.0,0,8,1,13.3,8,1,0.0,8,1,,0,1,0.0,8,1,15.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.0,8,1,16.9,8,1,0.0,0,8,1
2020/10/17,ìy,9.4,8,1,30.0,8,1,11.3,8,1,21.5,8,1,,0,1,22.5,8,1,12.3,8,1,21.0,8,1,13.3,8,1,18.0,8,1,10.5,8,1,24.0,8,1,6.9,8,1,24.5,8,1,7.6,8,1,28.5,0,8,1,10.0,8,1,22.0,8,1,,0,1,20.0,8,1,11.6,8,1,22.5,8,1,,0,1,,0,1,,0,1,27.5,8,1,12.6,8,1,21.5,0,8,1
2020/10/18,ì˙,8.8,8,1,0.5,8,1,11.5,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,14.0,8,1,0.0,8,1,10.7,8,1,0.0,8,1,8.0,8,1,0.0,8,1,9.0,8,1,0.5,0,8,1,11.7,8,1,0.0,8,1,,0,1,0.0,8,1,12.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.4,8,1,0.0,0,8,1
2020/10/19,åé,7.7,8,1,3.0,8,1,9.5,8,1,8.0,8,1,,0,1,6.0,8,1,10.8,8,1,6.5,8,1,12.2,8,1,6.5,8,1,9.1,8,1,9.0,8,1,6.5,8,1,12.0,8,1,7.3,8,1,10.0,0,8,1,9.3,8,1,7.5,8,1,,0,1,7.0,8,1,10.1,8,1,9.0,8,1,,0,1,,0,1,,0,1,6.0,8,1,11.1,8,1,7.0,0,8,1
2020/10/20,âŒ,9.6,8,1,0.0,8,1,10.8,8,1,0.0,8,1,,0,1,0.0,8,1,11.9,8,1,0.0,8,1,13.7,5,1,0.0,8,1,10.3,8,1,0.0,8,1,8.2,8,1,0.5,8,1,9.3,8,1,0,1,8,1,11.4,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.7,8,1,0,1,8,1
2020/10/21,êÖ,10.0,8,1,0.0,8,1,11.8,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,14.4,8,1,0.0,8,1,10.0,8,1,0.0,8,1,7.2,8,1,0.0,8,1,9.1,8,1,0,1,8,1,10.9,8,1,0.0,8,1,,0,1,0.0,8,1,12.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.8,8,1,0,1,8,1
2020/10/22,ñÿ,12.0,8,1,0.5,8,1,13.0,8,1,0.5,8,1,,0,1,0.5,8,1,13.9,8,1,0.5,8,1,15.7,8,1,0.5,8,1,12.8,8,1,0.0,8,1,11.7,8,1,0.5,8,1,12.1,8,1,0.5,0,8,1,14.0,8,1,0.5,8,1,,0,1,0.0,8,1,14.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.0,8,1,15.0,8,1,0.0,0,8,1
2020/10/23,ã‡,13.1,8,1,8.0,8,1,14.6,8,1,14.0,8,1,,0,1,21.5,8,1,15.1,8,1,17.5,8,1,16.3,8,1,20.5,8,1,13.7,8,1,19.0,8,1,13.7,8,1,21.0,8,1,13.5,8,1,11.5,0,8,1,15.1,8,1,9.0,8,1,,0,1,8.0,8,1,14.8,8,1,14.0,8,1,,0,1,,0,1,,0,1,19.0,8,1,15.5,8,1,15.0,0,8,1
2020/10/24,ìy,10.8,8,1,0.0,8,1,13.8,8,1,0.0,8,1,,0,1,0.0,8,1,13.5,8,1,0.0,8,1,14.7,8,1,0.0,8,1,10.6,8,1,0.0,8,1,8.9,8,1,0.0,8,1,10.2,8,1,0,1,8,1,12.9,8,1,0.0,8,1,,0,1,0.0,8,1,14.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,15.1,8,1,0,1,8,1
2020/10/25,ì˙,10.1,8,1,0.0,8,1,10.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,12.7,8,1,0.0,8,1,8.9,8,1,0.0,8,1,6.2,8,1,0.0,8,1,8.3,8,1,0,1,8,1,10.3,8,1,0.0,8,1,,0,1,0.0,8,1,11.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.8,8,1,0,1,8,1
2020/10/26,åé,9.2,8,1,0.0,8,1,10.6,8,1,0.0,8,1,,0,1,0.0,8,1,11.2,8,1,0.0,8,1,13.4,8,1,0.0,8,1,9.9,8,1,0.0,8,1,7.5,8,1,0.0,8,1,8.9,8,1,0,1,8,1,11.7,8,1,0.0,8,1,,0,1,0.0,8,1,11.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.9,8,1,0,1,8,1
2020/10/27,âŒ,10.5,8,1,0.0,8,1,12.2,8,1,0.0,8,1,,0,1,0.0,8,1,12.5,8,1,0.0,8,1,14.7,8,1,0.0,8,1,11.3,8,1,0.0,8,1,9.4,8,1,0.0,8,1,10.0,8,1,0,1,8,1,12.8,8,1,0.0,8,1,,0,1,0.0,8,1,13.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.4,5,1,0.0,0,8,1
